"analysis_start_year","analysis_end_year","female_general_homicide_offender_records","male_general_homicide_offender_records","female_resident_person_years","male_resident_person_years","female_general_homicide_records_per_million_person_years","male_general_homicide_records_per_million_person_years","year_adjusted_general_homicide_female_to_male_rate_ratio","year_adjusted_filicide_mother_to_father_rate_ratio","ratio_of_rate_ratios","cluster_robust_ci_lower","cluster_robust_ci_upper","cluster_robust_p_value","cluster_count"
2016,2025,18298,132226,1688259176,1631321139,10.8383832649164,81.0545494929677,0.133655772567194,0.78485056245813,5.87217856275948,5.04819939741622,6.83064957588261,0.000000000753477659917258,10
