"analysis_start_year","analysis_end_year","female_filicide_offender_records","male_filicide_offender_records","female_coresident_parent_years","male_coresident_parent_years","female_reported_records_per_million_parent_years","male_reported_records_per_million_parent_years","female_to_male_rate_ratio","poisson_count_only_ci_lower","poisson_count_only_ci_upper","poisson_count_only_p_value","male_to_female_rate_ratio","year_adjusted_quasipoisson_female_to_male_rate_ratio","quasipoisson_dispersion_adjusted_ci_lower","quasipoisson_dispersion_adjusted_ci_upper","quasipoisson_dispersion_adjusted_p_value","quasipoisson_dispersion","poisson_deviance_goodness_of_fit_p_value","conditional_homicide_composition_odds_ratio"
2016,2025,1692,1740,350987128.43,283124659.87,4.82068960069414,6.14570274733024,0.784400059503089,0.733192414203709,0.83917073392957,1.2570821624156e-12,1.27485966871738,0.784850562458133,0.701608384006345,0.877968991581031,0.000861781148656094,2.10713867655064,0.0250990148758118,7.64099639930727
